username,judul video,text,tanggal publish,clean_comment,comment_no_slang,Sentimen
@imhankspendubar867,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Mataharinya kenceng bnget yah bg, backlight nya kerasa bnget",2024-09-24T12:30:51Z,mataharinya kenceng bnget yah bg backlight nya kerasa bnget,mataharinya kenceng bnget yah bg backlight nya kerasa bnget,3
@netizen3166,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Tebak pajak 😂😂😂,2024-09-24T12:25:52Z,tebak pajak,tebak psajak,3
@arieaza4855,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Alhamdulillah sudah beli saya mksh ya allah.. 45jt bro,2024-09-24T12:23:35Z,alhamdulillah sudah beli saya mksh ya allah 45jt bro,alhamdulillah ssudah beli saya mksh ya allah 45jt bro,3
@FairulIswahyudi,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Mending beli perusahaan Iphone alias sahamnya siapa tahu bisa tuh kebeli I-Phone,2024-09-24T12:11:39Z,mending beli perusahaan iphone alias sahamnya siapa tahu bisa tuh kebeli i phone,mending beli perusahaan iphone alias sahamnya siapa tahu bisa tuh kebeli i phone,2
@benybenybeny254,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Kalo 45 jt  mnurut sya pribadi,,,mending umroh aj....",2024-09-24T12:09:51Z,kalo 45 jt mnurut sya pribadi mending umroh aj,kalo 45 jt mnurut sya pribadi mending umroh aj,3
@Ali_Siddiq.,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Itu menit ke 5.12 emang typo ngomong nya apa kuping gw aja bang yang salah😭,2024-09-24T11:57:27Z,itu menit ke 5 12 emang typo ngomong nya apa kuping gw aja bang yang salah,itu menit ke 5 12 emang typo ngomong nya apa kuping saya saja bang yang salah,3
@indraandriana5758,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Nontonnya masih pake rednote 10pro nih, udh ketinggalan mana gak ada update lg 😁",2024-09-24T11:56:41Z,nontonnya masih pake rednote 10pro nih udh ketinggalan mana gak ada update lg,nontonnya masih pakai rednote 10pro nih sudah ketinggalan mana tidak ada update lg,3
@MythBLynx,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Mending buat beli motor,2024-09-24T11:52:18Z,mending buat beli motor,mending buat beli motor,2
@younglord9287,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,MAKA PADA NABUNG BIAR BISA BELI JANGAN NONTON DOANG 😂,2024-09-24T11:40:33Z,maka pada nabung biar bisa beli jangan nonton doang,maka pada nabung biar bisa beli jangan nonton saja,3
@boypratama7798,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Bng tombol yg buat camera itu menurut gw lebih fungsi kalo hp nya lagi di tangan kiri, karena bisa ng zoom tanpa tangan kita nutupin layar .. cmiw",2024-09-24T11:30:35Z,bng tombol yg buat camera itu menurut gw lebih fungsi kalo hp nya lagi di tangan kiri karena bisa ng zoom tanpa tangan kita nutupin layar cmiw,bng tombol yang buat camera itu menurut saya lebih fungsi kalo hp nya lagi di tangan kiri karena bisa ng zoom tanpa tangan kita nutupin layar cmiw,3
@mobaanalog1834,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Itu masih mending,saya setiap buka FB pasti ada kata kata gini ""kira kira umur segini gimna yah kebunku""🗿",2024-09-24T11:16:06Z,itu masih mending saya setiap buka fb pasti ada kata kata gini kira kira umur segini gimna yah kebunku,itu masih mending saya setiap buka fb pasti ada kata kata gini kira kira umur segini gimna yah kebunku,3
@MANABIL89Nabil,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Nah bener kan tombol kamera itu kyk kurang guna susah dipakai,2024-09-24T11:09:29Z,nah bener kan tombol kamera itu kyk kurang guna susah dipakai,nah bener kan tombol kamera itu kyk kurang guna susah dipakai,2
@VenomMl-g5w,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Samsung a56 bang,2024-09-24T11:09:10Z,samsung a56 bang,samsung a56 bang,3
@MANABIL89Nabil,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Tim nonton dan pengen beli🎉,2024-09-24T11:03:11Z,tim nonton dan pengen beli,tim nonton dan ingin beli,3
@imamuwen9254,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Donaturrrr, kasih aku iphone 16 pro pleaseeeeeee",2024-09-24T10:57:38Z,donaturrrr kasih aku iphone 16 pro pleaseeeeeee,donaturrrr kasih saya iphone 16 pro pleaseeeeeee,3
@anthomarley2263,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Kata temen w yg kerja di hotel setiap ada iPhone launching produk baru,banjir pesanan,byk yg nginep di hotel",2024-09-24T10:56:55Z,kata temen w yg kerja di hotel setiap ada iphone launching produk baru banjir pesanan byk yg nginep di hotel,kata temen w yang kerja di hotel setiap ada iphone launching produk baru banjir pesanan byk yang nginep di hotel,3
@saidcell3135,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,uang dari mana bang,2024-09-24T10:53:51Z,uang dari mana bang,uang dari mana bang,3
@Raykumarnegara123,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang kok kyk jamet,2024-09-24T10:47:07Z,bang kok kyk jamet,bang kok kyk jamet,3
@Sabar_Bersyukur,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Nunggu Huawei teknologi bukan pecinta apple cm jualan logo harga nggk ngotak🤣🤣🤣🤣,2024-09-24T10:08:33Z,nunggu huawei teknologi bukan pecinta apple cm jualan logo harga nggk ngotak,nunggu huawei teknologi bukan pecinta apple cm jualan logo harga nggk ngotak,3
@Mr.BIG85,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Selalu ada hal yg mengecewakan dari hp yg image nya 'HP mahal' 😅,2024-09-24T10:03:58Z,selalu ada hal yg mengecewakan dari hp yg image nya hp mahal,selalu ada hal yang mengecewakan dari hp yang image nya hp mahal,2
@MuhammadIrfan-oi5rc,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Pusing banget gw bang dengerin ada backsound apa sih itu bang ganggu banget😢,2024-09-24T09:54:52Z,pusing banget gw bang dengerin ada backsound apa sih itu bang ganggu banget,pusing sekali saya bang dengerin ada backsound apa sih itu bang ganggu sekali,3
@BossSiska,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Berasa liat iphone 11 😂,2024-09-24T09:44:06Z,berasa liat iphone 11,berasa liat iphone 11,3
@rafifsaputra,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Punya gua Masi IP 11 maudah keluar aja 16 wkwk,2024-09-24T09:43:07Z,punya gua masi ip 11 maudah keluar aja 16 wkwk,punya saya masi ip 11 masudah keluar saja 16 wkwk,2
@edtnoobchanel4183,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bentar lagi rilis yg versi kw nih .,2024-09-24T09:37:20Z,bentar lagi rilis yg versi kw nih,bentar lagi rilis yang versi kw nih,3
@hilmargaming9381,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,5:11 camera contol,2024-09-24T09:15:01Z,5 11 camera contol,5 11 camera contol,3
@muhammadirwan137,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kasih 1 koo buat terjun konten kreator,2024-09-24T09:11:12Z,kasih 1 koo buat terjun konten kreator,kasih 1 koo buat terjun konten kreator,3
@callmemumuiha6564,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"sudah rilis 16, tapi masih stay di iphone 8. semoga bisa langsung loncat ke 16 😂😁",2024-09-24T09:09:09Z,sudah rilis 16 tapi masih stay di iphone 8 semoga bisa langsung loncat ke 16,ssudah rilis 16 tapi masih stay di iphone 8 semoga bisa langsung loncat ke 16,1
@dwiaji7168,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Gw yg lebih suka android ga suka iphone,2024-09-24T08:58:57Z,gw yg lebih suka android ga suka iphone,saya yang lebih suka android ga suka iphone,1
@FahmiKarisma-f1t,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Tim nonton doanklaahh aqu aja cmn pake Iphone 13 series eh dah muncul 16 skrang 😂😂 👌👍🏻👍🏻,2024-09-24T08:52:58Z,tim nonton doanklaahh aqu aja cmn pake iphone 13 series eh dah muncul 16 skrang,tim nonton doanklaahh saya saja cmn pakai iphone 13 series eh dah muncul 16 skrang,3
@srimelati8601,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Yg tau dong kenapa kamera samsung a05s  tiba"" jadi gk berfungsi😔 dari tgl 11 sampe skrg😭",2024-09-24T08:41:47Z,yg tau dong kenapa kamera samsung a05s tiba jadi gk berfungsi dari tgl 11 sampe skrg,yang tau dong kenapa kamera samsung a05s tiba jadi gk berfungsi dari tgl 11 sampai skrg,3
@fajrulrahmanjamil2183,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"bang minta saran beli hp 1jt- 2,5jt dong",2024-09-24T08:32:05Z,bang minta saran beli hp 1jt 2 5jt dong,bang minta saran beli hp 1jt 2 5jt dong,3
@andromeda4522,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Aplikasi hijau bakal lembur habis ni buat dapatin iphone 16 😝,2024-09-24T08:30:18Z,aplikasi hijau bakal lembur habis ni buat dapatin iphone 16,aplikasi hijau bakal lembur habis ni buat dapatin iphone 16,3
@sandimaulana3433,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Dimenit 05:12 bang david salah nyebut harusnya kontrol😅,2024-09-24T08:27:13Z,dimenit 05 12 bang david salah nyebut harusnya kontrol,dimenit 05 12 bang david salah nyebut harusnya kontrol,3
@maserdev,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Jgan kan iphone 16 pro max , yg di bawah nya aja aku tidak mampu beli",2024-09-24T08:20:19Z,jgan kan iphone 16 pro max yg di bawah nya aja aku tidak mampu beli,jgan kan iphone 16 pro max yang di bawah nya saja saya tidak mampu beli,3
@nugrahaekafebrian1978,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,25 jt buat beli motor enak 😊😊😊,2024-09-24T07:57:45Z,25 jt buat beli motor enak,25 jt buat beli motor enak,2
@MuhDaffa-k5z,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Vrsi Pro max nya belum rilis bg david?,2024-09-24T07:52:17Z,vrsi pro max nya belum rilis bg david,vrsi pro max nya belum rilis bg david,3
@IqIq-o4g,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,18:33 Tekanan yg tidak menekan,2024-09-24T07:51:58Z,18 33 tekanan yg tidak menekan,18 33 tekanan yang tidak menekan,3
@Dwiiiksan,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Nonton make 15 pm ngga nyesel sebelum 17 pm😗,2024-09-24T07:51:24Z,nonton make 15 pm ngga nyesel sebelum 17 pm,nonton make 15 pm ngga nyesel sebelum 17 pm,3
@salsabilayulissa,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,kok hasil foto kamera iphonenya kayak kurang vibrant gitu ya? apa krn videonya bang david dari asalnya udah lebih vibrant/abis di color grading jadi lebih vibrant jadinya berasa kontras banget antara hasil foto iphone dan videonya bang david?,2024-09-24T07:49:19Z,kok hasil foto kamera iphonenya kayak kurang vibrant gitu ya apa krn videonya bang david dari asalnya udah lebih vibrant abis di color grading jadi lebih vibrant jadinya berasa kontras banget antara hasil foto iphone dan videonya bang david,kok hasil foto kamera iphonenya kayak kurang vibrant gitu ya apa krn videonya bang david dari asalnya sudah lebih vibrant abis di color grading jadi lebih vibrant jadinya berasa kontras sekali antara hasil foto iphone dan videonya bang david,3
@ayurizkiutami5469,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Mau coba dongg rekam dari jauh suaranya edit ke studio,2024-09-24T07:46:54Z,mau coba dongg rekam dari jauh suaranya edit ke studio,mau coba dongg rekam dari jauh suaranya edit ke studio,3
@jutekdesi1814,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Mudah2 an taon depan kebeli😂😂😂😂,2024-09-24T07:35:47Z,mudah2 an taon depan kebeli,msudah2 an taon depan kebeli,3
@stanleysutandy3991,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,14pro aku menangis,2024-09-24T07:35:46Z,14pro aku menangis,14pro saya menangis,3
@jochanel8103,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kenapa david beli karna iPhone ngk perlu marketing lagi😂😂😂😂,2024-09-24T07:29:56Z,kenapa david beli karna iphone ngk perlu marketing lagi,kenapa david beli karna iphone ngk perlu marketing lagi,3
@bannysyaibah970,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Pas buka box terlihat iphone 16 lalu di cabut dan di ketok² bang david berasa ngilu ampe ke tulang 😅,2024-09-24T07:23:38Z,pas buka box terlihat iphone 16 lalu di cabut dan di ketok bang david berasa ngilu ampe ke tulang,pas buka box terlihat iphone 16 lalu di cabut dan di ketok bang david berasa ngilu ampe ke tulang,3
@eka_ag,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"oh no,,hari minggu kemarin u ada disingapore mrt y,dipayalebar,,ganteng sekali😂❤",2024-09-24T07:22:19Z,oh no hari minggu kemarin u ada disingapore mrt y dipayalebar ganteng sekali,oh no hari minggu kemarin u ada disingapore mrt y dipayalebar ganteng sekali,3
@Muhammad_Fajar_Widianto,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Bjir gua kira realme 10 Pro 😭😭, gataunya Iphone 16 😭😭😭",2024-09-24T07:17:36Z,bjir gua kira realme 10 pro gataunya iphone 16,bjir saya kira realme 10 pro gataunya iphone 16,3
@Ikhsand,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Apa telingaku ya dengarnya kamera kontl😂😂😂,2024-09-24T07:06:29Z,apa telingaku ya dengarnya kamera kontl,apa telingsaya ya dengarnya kamera kontl,3
@udinpenyok3255,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,gw yang masi pake ip 8 cum bisa ngiler liat ini 😭,2024-09-24T07:02:18Z,gw yang masi pake ip 8 cum bisa ngiler liat ini,saya yang masi pakai ip 8 cum bisa ngiler liat ini,3
@binsarbintang1640,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bg titip salam sama missbreww🙏🙏,2024-09-24T06:52:55Z,bg titip salam sama missbreww,bg titip salam sama missbreww,3
@KariRaya,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Lama kali 30mnit 50% , infinix zero ultra 15mnit 100% syummmm",2024-09-24T06:45:42Z,lama kali 30mnit 50 infinix zero ultra 15mnit 100 syummmm,lama kali 30mnit 50 infinix zero ultra 15mnit 100 syummmm,3
@itsmechefasti,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Bisa 15 pro aja alhamdulillah bang😊,,melihat hp baru di ketok rasa gmn gt liat nya hp baru di ketok2😂😂",2024-09-24T06:39:09Z,bisa 15 pro aja alhamdulillah bang melihat hp baru di ketok rasa gmn gt liat nya hp baru di ketok2,bisa 15 pro saja alhamdulillah bang melihat hp baru di ketok rasa gmn gt liat nya hp baru di ketok2,3
@nyiknyorvictor3857,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Semoga aja dpt rezeki buat beli iPhone 16 Pro,2024-09-24T06:29:04Z,semoga aja dpt rezeki buat beli iphone 16 pro,semoga saja dpt rezeki buat beli iphone 16 pro,1
@Nadaloandya,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Semoga tahun ini bisa ke beli..m,2024-09-24T06:18:54Z,semoga tahun ini bisa ke beli m,semoga tahun ini bisa ke beli m,3
@zidneyhaniefa,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,menit ke 5:12 salah sebut banget bang 😭,2024-09-24T06:09:41Z,menit ke 5 12 salah sebut banget bang,menit ke 5 12 salah sebut sekali bang,3
@herdynovacahya1999,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Tim yang masih pake ip 11 sampai sekarang,2024-09-24T06:02:13Z,tim yang masih pake ip 11 sampai sekarang,tim yang masih pakai ip 11 sampai sekarang,3
@Aldi_Mhmmd,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,sering nonton unboxing ip tapu ga beli karna ga punya dana 😅,2024-09-24T05:50:12Z,sering nonton unboxing ip tapu ga beli karna ga punya dana,sering nonton unboxing ip tapu ga beli karna ga punya dana,3
@styziifreaks76,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,bea cukai : wahh duit nihh,2024-09-24T05:49:20Z,bea cukai wahh duit nihh,bea cukai wahh duit nihh,3
@kopinicky3297,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Mau ip 16 pro om,2024-09-24T05:27:27Z,mau ip 16 pro om,mau ip 16 pro om,3
@yefrityo100,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kalo mampu naik haji,2024-09-24T05:14:30Z,kalo mampu naik haji,kalo mampu naik haji,3
@jamaluddinakbar4098,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,...,2024-09-24T05:00:19Z,,,3
@tzy7816,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang david minta iphone,2024-09-24T04:58:50Z,bang david minta iphone,bang david minta iphone,3
@fahmialliakbar3361,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Serius tanya , fungsi bezzel tipis?",2024-09-24T04:26:49Z,serius tanya fungsi bezzel tipis,serius tanya fungsi bezzel tipis,3
@3ryoutube999,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Setelah Nonton Review Berasa Puas, dan gk perlu harus memiliki ... hidup apa adanya Jauh lebih indah",2024-09-24T04:22:03Z,setelah nonton review berasa puas dan gk perlu harus memiliki hidup apa adanya jauh lebih indah,setelah nonton review berasa puas dan gk perlu harus memiliki hidup apa adanya jauh lebih indah,3
@ke1gooo,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,5:11 kamera apa??,2024-09-24T04:14:04Z,5 11 kamera apa,5 11 kamera apa,2
@nasrul0556,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Ahhh masa harus nendangin pintu lagi sih 🙃,2024-09-24T04:08:54Z,ahhh masa harus nendangin pintu lagi sih,ahhh masa harus nendangin pintu lagi sih,3
@tenka_tenka,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,ip xr gua serasa udh tua bgt😂,2024-09-24T04:04:02Z,ip xr gua serasa udh tua bgt,ip xr saya serasa sudah tua sekali,3
@basukijr8854,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Blau😂😂,2024-09-24T03:57:58Z,blau,blau,3
@Avernuct,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Mau 2025, hp harga 16jt layarnya msh 60hz? Wkwkkwkwkw",2024-09-24T03:44:33Z,mau 2025 hp harga 16jt layarnya msh 60hz wkwkkwkwkw,mau 2025 hp harga 16jt layarnya msh 60hz wkwkkwkwkw,2
@Subwowstream,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,warna biru oligarki 🤢,2024-09-24T03:34:05Z,warna biru oligarki,warna biru oligarki,3
@shenlong9146,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Semoga yang nonton sama seperti ku bakalan bisa beli iPhone 🎉,2024-09-24T03:25:14Z,semoga yang nonton sama seperti ku bakalan bisa beli iphone,semoga yang nonton sama seperti ku bakalan bisa beli iphone,3
@hvAgoodtime,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Alhamdulillah udh beli😊,2024-09-24T03:14:05Z,alhamdulillah udh beli,alhamdulillah sudah beli,3
@atomnous,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Mending gw beli laptop ROG,2024-09-24T03:06:11Z,mending gw beli laptop rog,mending saya beli laptop rog,3
@adeoktadani1190,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kemeja nya beli dimna bng?,2024-09-24T03:05:27Z,kemeja nya beli dimna bng,kemeja nya beli dimna bng,3
@Jampangupdate1,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Tampilan kamera kurang wah😢,2024-09-24T02:59:54Z,tampilan kamera kurang wah,tampilan kamera kurang wah,2
@AndiAkmal-tj1tv,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Yg gk pernah rasakan sensasi iphone kita satu server❤❤ayo kawan sesuaikan gayamu dengan penghasilan mu,2024-09-24T02:48:50Z,yg gk pernah rasakan sensasi iphone kita satu server ayo kawan sesuaikan gayamu dengan penghasilan mu,yang gk pernah rasakan sensasi iphone kita satu server ayo kawan sesuaikan gayamu dengan penghasilan mu,3
@SyarifHidayat-c3r,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Ga dapet sim tray ejector juga?,2024-09-24T02:47:48Z,ga dapet sim tray ejector juga,ga dapet sim tray ejector juga,3
@arddyvalentino4771,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kok kualitas hasil kamerany begitu😭 agak kurang bgt menurutku 😭,2024-09-24T02:36:29Z,kok kualitas hasil kamerany begitu agak kurang bgt menurutku,kok kualitas hasil kamerany begitu atidak kurang sekali menurutku,2
@reyhan_stell,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Nunggu iPhone 20 keluar baru beli🗿,2024-09-24T02:14:11Z,nunggu iphone 20 keluar baru beli,nunggu iphone 20 keluar baru beli,3
@symyuni2733,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Apple AI nya blm ada??,2024-09-24T02:12:49Z,apple ai nya blm ada,apple ai nya blm ada,2
@defarydefa9984,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Nih ya buat kalian yang suka Banding banding android harga 2jt-5jt sama iPhone, kalian itu ga ada otak coy, kalian spong iPhone yang harganya aja 45jt,. Wkwkwk,. Terus di bandingin sama android yang murah yang kalian pake, woyy lah, ga sepadan banget, kalo kalian mau nyepong iPhone itu bandingin sama android yang harganya sama ke iPhone, baru deh adil, ini kalian jelek jelekin android yang harganya sangat beda jauh,.",2024-09-24T02:09:30Z,nih ya buat kalian yang suka banding banding android harga 2jt 5jt sama iphone kalian itu ga ada otak coy kalian spong iphone yang harganya aja 45jt wkwkwk terus di bandingin sama android yang murah yang kalian pake woyy lah ga sepadan banget kalo kalian mau nyepong iphone itu bandingin sama android yang harganya sama ke iphone baru deh adil ini kalian jelek jelekin android yang harganya sangat beda jauh,nih ya buat kalian yang suka banding banding android harga 2jt 5jt sama iphone kalian itu ga ada otak coy kalian spong iphone yang harganya saja 45jt wkwkwk terus di bandingin sama android yang murah yang kalian pakai woyy lah ga sepadan sekali kalo kalian mau nyepong iphone itu bandingin sama android yang harganya sama ke iphone baru deh adil ini kalian jelek jelekin android yang harganya sangat beda jauh,2
@morpayth,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Bismillah, taun depan kebeli iphone🙏🏻",2024-09-24T02:06:21Z,bismillah taun depan kebeli iphone,bismillah taun depan kebeli iphone,3
@Ryoara99,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Iphon adalah satu2nya brand hp yg paling malas membuat inovasi terbaru yg terupgrade... 

Entah apa spesialnya dari hp2 yg mereka rilis setiap tahun... 

Wajar kalau ada yg bilang kalau inovasi dan teknologi iphone itu stuck...",2024-09-24T01:58:45Z,iphon adalah satu2nya brand hp yg paling malas membuat inovasi terbaru yg terupgrade entah apa spesialnya dari hp2 yg mereka rilis setiap tahun wajar kalau ada yg bilang kalau inovasi dan teknologi iphone itu stuck,iphon adalah satu2nya brand hp yang paling malas membuat inovasi terbaru yang terupgrade entah apa spesialnya dari hp2 yang mereka rilis setiap tahun wsajar kalau ada yang bilang kalau inovasi dan teknologi iphone itu stuck,2
@apache6628,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Udah 16 aja nih, iphone 1 aja belum kebeli. . 😅",2024-09-24T01:48:07Z,udah 16 aja nih iphone 1 aja belum kebeli,sudah 16 saja nih iphone 1 saja belum kebeli,3
