username,judul video,text,tanggal publish,clean_comment,comment_no_slang,Sentimen,comment_final
@iLhamGodss,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"ada macam2 org beli ip

1. org2 beli ip buat kebutuhan, misal yang dlu hp androidnya ngeleg² dsn gentilah ke ip, dan hpnya ga ngeleg2 lgi dan enak buat kerja/sklh

2. beli ip cmn gengsi2 an/pamer, ga prlu lah pamer hp kita tuh digunakan yang sebaik2nya saja sprti sklh dan kerja

tpi klo misalnya saya jujur suka sm ip, tpi bkn untuk pamer atau gengsi2 an, saya suka ip krna melihat dri kualitasnya yang wauww, dan chipsetnya yg tergolong, ngebut buat sosmedan atau kerja, ttpi sangat disygkan batrenya cpt habis",2024-11-01T03:03:49Z,ada macam2 org beli ip 1 org2 beli ip buat kebutuhan misal yang dlu hp androidnya ngeleg dsn gentilah ke ip dan hpnya ga ngeleg2 lgi dan enak buat kerja sklh 2 beli ip cmn gengsi2 an pamer ga prlu lah pamer hp kita tuh digunakan yang sebaik2nya saja sprti sklh dan kerja tpi klo misalnya saya jujur suka sm ip tpi bkn untuk pamer atau gengsi2 an saya suka ip krna melihat dri kualitasnya yang wauww dan chipsetnya yg tergolong ngebut buat sosmedan atau kerja ttpi sangat disygkan batrenya cpt habis,"Ada berbagai alasan orang membeli iPhone. Pertama, ada yang membeli iPhone karena kebutuhan. Misalnya, sebelumnya menggunakan ponsel Android yang sering lag, lalu beralih ke iPhone karena lebih lancar digunakan untuk bekerja atau sekolah. Kedua, ada juga yang membeli iPhone hanya untuk gaya hidup atau sekadar pamer. Padahal, sebaiknya ponsel digunakan seoptimal mungkin untuk hal-hal bermanfaat seperti belajar dan bekerja. Saya pribadi menyukai iPhone, bukan karena gengsi atau ingin pamer, tetapi karena kualitasnya yang memang mengesankan. Chipset-nya tergolong cepat, cocok untuk aktivitas di media sosial maupun pekerjaan. Namun sayangnya, daya tahan baterainya masih tergolong cepat habis.",1.0,"Ada berbagai alasan orang membeli iPhone. Pertama, ada membeli iPhone kebutuhan. Misalnya, sebelumnya menggunakan ponsel Android sering lag, beralih iPhone lancar digunakan bekerja sekolah. Kedua, ada membeli iPhone gaya hidup sekadar pamer. Padahal, sebaiknya ponsel digunakan seoptimal mungkin hal-hal bermanfaat belajar bekerja. Saya pribadi menyukai iPhone, gengsi ingin pamer, tetapi kualitasnya memang mengesankan. Chipset-nya tergolong cepat, cocok aktivitas media sosial maupun pekerjaan. Namun sayangnya, daya tahan baterainya tergolong cepat habis."
@aikosuyitusono2508,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Harusnya orang ini di cabut kwarganegaran nya di Indonesia sudah sangat jelas menentang pemerintahan indonesia,2024-10-31T22:12:28Z,harusnya orang ini di cabut kwarganegaran nya di indonesia sudah sangat jelas menentang pemerintahan indonesia,"Orang tersebut seharusnya dicabut kewarganegaraannya oleh pemerintah indonesia, karena telah menunjukkan sikap yang jelas-jelas menentang pemerintahan indonesia.",3.0,"Orang seharusnya dicabut kewarganegaraannya pemerintah Indonesia, menunjukkan sikap jelas-jelas menentang pemerintahan Indonesia."
@Hahahahahea71,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Njir gua beli I-Phone 15 pro. Yg belinya di Singapura 24,9. Hrga tiket pesawat 2,5 PP.,+beccukai 1,6. Habis jga 30jt. Sekali seumur idup😂 hasil jual warisan kakek.",2024-10-31T19:18:41Z,njir gua beli i phone 15 pro yg belinya di singapura 24 9 hrga tiket pesawat 2 5 pp beccukai 1 6 habis jga 30jt sekali seumur idup hasil jual warisan kakek,"Saya membeli iPhone 15 Pro di Singapura pada tanggal 24 September. Harga tiket pesawat pulang-pergi sebesar Rp2,5 juta, dan biaya bea cukai sebesar Rp1,6 juta. Total pengeluaran pun mencapai sekitar Rp30 juta. Ini adalah pembelian sekali seumur hidup, yang saya lakukan dari hasil menjual warisan dari kakek.",2.0,"Saya membeli iPhone 15 Pro Singapura tanggal 24 September. Harga tiket pesawat pulang-pergi sebesar Rp2,5 juta, biaya bea cukai sebesar Rp1,6 juta. Total pengeluaran pun mencapai sekitar Rp30 juta. Ini pembelian sekali seumur hidup, lakukan hasil menjual warisan kakek."
@its_igunoffclgaming7010,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Semoga bisa update ke ip 16 yaallah aminnn🥺,2024-10-31T17:01:17Z,semoga bisa update ke ip 16 yaallah aminnn,semoga bisa update ke iphone 16 yaallah aminnn,1.0,semoga update iphone 16 yaallah aminnn
@wahyufebrian4042,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,riviewnya kapan bang davidd,2024-10-31T16:20:27Z,riviewnya kapan bang davidd,riviewnya kapan bang davidd,3.0,riviewnya kapan bang davidd
@RadenRkm,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bantu Harga diri negeri ini bang...mending take down bang..masih banyak hp lain yang bisa di ulas,2024-10-31T14:46:17Z,bantu harga diri negeri ini bang mending take down bang masih banyak hp lain yang bisa di ulas,bantu harga diri negeri ini bang mending take down bang masih banyak hp lain yang bisa di ulas,3.0,bantu harga diri negeri bang mending take down bang hp lain ulas
@wenk.3,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bahas dong iphone 16 yang ilegal bakalan tamat di indonesia,2024-10-31T13:27:34Z,bahas dong iphone 16 yang ilegal bakalan tamat di indonesia,bahas dong iphone 16 yang ilegal bakalan tamat di indonesia,3.0,bahas dong iphone 16 ilegal bakalan tamat Indonesia
@irwankurniawan1802,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Mudah""an gaa Masuk......!!!!
😂😂😂😂
Krna Percuma Juga Gaa Mampu Beli......😂😂😂😂",2024-10-31T12:31:37Z,mudah an gaa masuk krna percuma juga gaa mampu beli,mas sudah an tidak masuk karena perhanya juga tidak mampu beli,3.0,mas an masuk percuma mampu beli
@zazirohglow6692,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Yg kmrin ipon 13 nya dimna pak 
. ??",2024-10-31T04:47:14Z,yg kmrin ipon 13 nya dimna pak,yang kemarin iphone 13 nya dimna pak,3.0,kemarin iphone 13 nya dimna pak
@rickycun2380,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Siapi2 di blokir IMEI nya.,2024-10-31T04:39:02Z,siapi2 di blokir imei nya,siap di blokir imei nya,2.0,siap blokir imei nya
@FajarSidiq354,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,No iphone no worries 😊,2024-10-31T03:02:34Z,no iphone no worries,no iphone no worries,3.0,no iphone no worries
@anggaaprl,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Lagi nunggu ipon 17 keluar,2024-10-31T00:43:38Z,lagi nunggu ipon 17 keluar,lagi nunggu iphone 17 keluar,3.0,nunggu iphone 17 keluar
@fendidama1170,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,nyari second iphone 9 kok gk ada ya bang?,2024-10-30T19:06:49Z,nyari second iphone 9 kok gk ada ya bang,nyari second iphone 9 kok tidak ada ya bang,3.0,nyari second iphone 9 kok ada ya bang
@irekajaya4068,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kapan masuk indo bos,2024-10-30T16:42:56Z,kapan masuk indo bos,kapan masuk indonesia bos,3.0,kapan masuk Indonesia bos
@yadih.j,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Seumur hidup gak perna ngerasain punya iPhone, gak ada duit lebih 😊",2024-10-30T12:16:05Z,seumur hidup gak perna ngerasain punya iphone gak ada duit lebih,seumur hidup tidak pernah ngerasain punya iphone tidak ada duit lebih,3.0,seumur hidup pernah ngerasain punya iphone ada duit
@delishaandfamily,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bukankah iphone 16 ilegal ?,2024-10-30T01:32:53Z,bukankah iphone 16 ilegal,bukankah iphone 16 ilegal,3.0,bukankah iphone 16 ilegal
@Fauzizeiin_Official,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"apa cuma saya aja, yg liat hasil kamera nya agak kureng, gk seperti iphone kmren” .. 🫣",2024-10-29T22:59:13Z,apa cuma saya aja yg liat hasil kamera nya agak kureng gk seperti iphone kmren,apa hanya saya saja yang liat hasil kamera nya sedikit kurang tidak seperti iphone sebelumnya,2.0,cuma saja liat hasil kamera nya sedikit kurang iphone sebelumnya
@klewank2615,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Biasanya para rakyat elite Indonesia yang suka beli iphone dan mobil sports luar negri.harusnya dihukum sama seperti pecandu narkoba biar jera.ngais rezeki di indo buang duit di luar negeri konser di Singapore,beli produk luar, rakyat kecil harus tau definisi rakyat elite tidak serta merta hanya keluarga pejabat,tapi juga keluarga dokter,keluarga pns,keluarga artis,keluarga yutuber kaya,keluarga bos pengusaha baik china maupun lokal.keluarga tni polri.yfxyxfcuf",2024-10-29T20:10:10Z,biasanya para rakyat elite indonesia yang suka beli iphone dan mobil sports luar negri harusnya dihukum sama seperti pecandu narkoba biar jera ngais rezeki di indo buang duit di luar negeri konser di singapore beli produk luar rakyat kecil harus tau definisi rakyat elite tidak serta merta hanya keluarga pejabat tapi juga keluarga dokter keluarga pns keluarga artis keluarga yutuber kaya keluarga bos pengusaha baik china maupun lokal keluarga tni polri yfxyxfcuf,"Biasanya, masyarakat kelas elite di indonesia yang gemar membeli iPhone dan mobil sport dari luar negeri seharusnya mendapatkan sanksi tegas, sebagaimana halnya para pecandu narkoba, agar menimbulkan efek jera. Mereka mencari rezeki di indonesia, tetapi justru menghabiskan uangnya di luar negeri misalnya untuk menonton konser di Singapura atau membeli produk luar negeri. Masyarakat perlu memahami bahwa istilah rakyat elite tidak hanya merujuk pada keluarga pejabat, tetapi juga mencakup keluarga dokter, PNS, artis, YouTuber kaya, pengusaha (baik dari etnis Tionghoa maupun lokal), serta keluarga TNI dan Polri.",3.0,"Biasanya, masyarakat kelas elite Indonesia gemar membeli iPhone mobil sport luar negeri seharusnya mendapatkan sanksi tegas, sebagaimana halnya para pecandu narkoba, menimbulkan efek jera. Mereka mencari rezeki Indonesia, tetapi justru menghabiskan uangnya luar negeri menonton konser Singapura membeli produk luar negeri. Masyarakat memahami istilah rakyat elite merujuk keluarga pejabat, tetapi mencakup keluarga dokter, PNS, artis, YouTuber kaya, pengusaha (baik etnis Tionghoa maupun lokal), serta keluarga TNI Polri."
@arfan9031,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"awas bng,masuk Indonesia iphn 16 ilegal",2024-10-29T16:41:15Z,awas bng masuk indonesia iphn 16 ilegal,awas bang masuk indonesia iphone 16 ilegal,3.0,awas bang masuk Indonesia iphone 16 ilegal
@hafidperguso6148,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,16 promax 1 tera di Amrik 25jt masih ada kembalian...,2024-10-29T14:10:52Z,16 promax 1 tera di amrik 25jt masih ada kembalian,16 pro max 1 tera di amerika 25 juta masih ada kembalian,3.0,16 pro max 1 tera amerika 25 juta ada kembalian
@paladin-ob4sr,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Gua tetap cinta xiaomi😅,2024-10-29T12:54:33Z,gua tetap cinta xiaomi,saya tetap cinta xiaomi,2.0,tetap cinta xiaomi
@bigboss-bz1rf,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,😂😂hp 20 JT d getok2 banting aj skalian bang haha,2024-10-29T11:34:39Z,hp 20 jt d getok2 banting aj skalian bang haha,hp 20 juta di getok banting saja sekalian bang haha,3.0,hp 20 juta getok banting saja sekalian bang haha
@Ikoy_comskoy89,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Bismillah,, 3 bulan kumpulin beliii,, saatnya ganti hp karna hpku dah mulai error.. Bismillah pasti bisaa..",2024-10-29T08:11:00Z,bismillah 3 bulan kumpulin beliii saatnya ganti hp karna hpku dah mulai error bismillah pasti bisaa,bismillah 3 bulan kumpulin beliii saatnya ganti hp karna hp saya sudah mulai error bismillah pasti bisaa,1.0,bismillah 3 bulan kumpulin beliii saatnya ganti hp karna hp mulai error bismillah pasti bisaa
@irawanpundong,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Kamera nya mirip Vivo/ Oppo yaa,😅",2024-10-29T05:13:35Z,kamera nya mirip vivo oppo yaa,kamera nya mirip vivo oppo yaa,2.0,kamera nya mirip vivo oppo yaa
@Ikhwanhbr02,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang udah di legalin ama mentrikah,2024-10-29T01:35:12Z,bang udah di legalin ama mentrikah,bang sudah di legalin sama pemerintah kah,3.0,bang legalin sama pemerintah kah
@賢二アディアン,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang HP ilegal Bang wkwk,2024-10-28T17:52:56Z,bang hp ilegal bang wkwk,bang hp ilegal bang wkwk,2.0,bang hp ilegal bang wkwk
@TuanBaoo,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Mirip Huawei nova 2022😂,2024-10-28T16:21:30Z,mirip huawei nova 2022,mirip huawei nova 2022,2.0,mirip huawei nova 2022
@AurelNadilacahyani,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kaya iPhone 11😊,2024-10-28T15:21:16Z,kaya iphone 11,seperti iphone 11,2.0,iphone 11
@ihwanmauladi3682,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,mau lah bang,2024-10-28T09:58:55Z,mau lah bang,mau lah bang,3.0,mau lah bang
@dhanimumtaz4767,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"review sangat menarik skali di ip 16 byk bgt fitur2 canggih makasih bg reviewnya you are so amaze me keep it up with your team there...
",2024-10-27T23:04:02Z,review sangat menarik skali di ip 16 byk bgt fitur2 canggih makasih bg reviewnya you are so amaze me keep it up with your team there,review sangat menarik sekali di iphone 16 banyak sekali fitur canggih terimakasih bang reviewnya you are so amaze me keep it up with your team there,1.0,review sangat menarik sekali iphone 16 sekali fitur canggih terimakasih bang reviewnya you are so amaze me keep it up with your team there
@innovateinterior3817,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,tim yang masih 14 pro max😂,2024-10-27T16:26:44Z,tim yang masih 14 pro max,tim yang masih 14 pro max,3.0,tim 14 pro max
@howrockline5757,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Wah dijual bos iphone 16pro nya?,2024-10-27T13:02:47Z,wah dijual bos iphone 16pro nya,wah dijual bos iphone 16 pro nya,3.0,wah dijual bos iphone 16 pro nya
@nicolasrenaldo1508,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Gak mau beli dan tak pernah beli.. Samapai mati juga gk bakal merasa megang HP mahal,2024-10-27T08:03:09Z,gak mau beli dan tak pernah beli samapai mati juga gk bakal merasa megang hp mahal,tidak mau beli dan tidak pernah beli samapai mati juga tidak akan bisa megang hp mahal,3.0,mau beli pernah beli samapai mati megang hp mahal
@YAC16,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Ini saya nonton pke vivo batrai ngedrop dan panas klu di pegang. Semoga ada uang lebih untuk beli ladang. Aamiin.,2024-10-27T07:59:04Z,ini saya nonton pke vivo batrai ngedrop dan panas klu di pegang semoga ada uang lebih untuk beli ladang aamiin,ini saya nonton pakai vivo batrai ngedrop dan panas kalau di pegang semoga ada uang lebih untuk beli ladang aamiin,3.0,nonton pakai vivo batrai ngedrop panas kalau pegang semoga ada uang beli ladang aamiin
@RizkiYulianto-re5kh,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Review Redmi A4 Bang,2024-10-27T04:55:55Z,review redmi a4 bang,review redmi a4 bang,3.0,review redmi a4 bang
@herrys6752,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"akhirnya singapore dapat cuan gede lagi plus  di iklankan oleh youtuber besar spt bang gadgetin, dll .....singapore emang cerdas",2024-10-27T03:22:11Z,akhirnya singapore dapat cuan gede lagi plus di iklankan oleh youtuber besar spt bang gadgetin dll singapore emang cerdas,akhirnya singapore dapat cuan gede lagi plus di iklankan oleh youtuber besar seperti bang gadgetin dan lain lain singapore emang cerdas,3.0,akhirnya singapore cuan gede plus iklankan youtuber besar bang gadgetin lain lain singapore emang cerdas
@IstiqomahFairus,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Di jeddah arab saudi murah bang
I-Phone 16 pro cuma 4700 SAR saja, setara dg 19.660.000",2024-10-26T22:54:57Z,di jeddah arab saudi murah bang i phone 16 pro cuma 4700 sar saja setara dg 19 660 000,di jeddah arab saudi murah bang iphone 16 pro hanya 4700 sar saja setara dengan 19.660 000,1.0,jeddah arab saudi murah bang iphone 16 pro cuma 4700 sar saja setara 19.660 000
@valenciavaleriaa,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Mana review lanjutannya,2024-10-26T17:06:08Z,mana review lanjutannya,mana review lanjutannya,3.0,mana review lanjutannya
@Dkbiang-fh9ku,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Gak nasionalis lu david. Pemerintah lagi menstop penjualan di indonesia, lu malah beli di SG.
Hargai pemerintah indo woe",2024-10-26T07:30:07Z,gak nasionalis lu david pemerintah lagi menstop penjualan di indonesia lu malah beli di sg hargai pemerintah indo woe,tidak nasionalis anda david pemerintah lagi memberhentikan penjualan di indonesia anda malah beli di singapura hargai pemerintah indonesia woe,3.0,nasionalis anda david pemerintah memberhentikan penjualan Indonesia anda malah beli singapura hargai pemerintah Indonesia woe
@aliekenza10,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"HP IP16 DILARANG DI INDONESIA, hapus bang video nya",2024-10-26T00:16:15Z,hp ip16 dilarang di indonesia hapus bang video nya,hp iphone 16 dilarang di indonesia hapus bang video nya,3.0,hp iphone 16 dilarang Indonesia hapus bang video nya
@VoxesID,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"5:11 sorry gw yg salah denger atau emg kalian juga?
pake headset biar jelas",2024-10-25T18:14:26Z,5 11 sorry gw yg salah denger atau emg kalian juga pake headset biar jelas,5 11 sorry saya yang salah denger atau emg kalian juga pakai headset biar jelas,3.0,5 11 sorry salah denger emg kalian pake headset biar jelas
@karjokuliner,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Titip om,2024-10-25T17:25:51Z,titip om,titip om,3.0,titip om
@rumahsinggahtanaman9032,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Info jastip IP 16 pro dong,kirim indo 🤧 katanya Ime nya belum ada",2024-10-25T13:28:29Z,info jastip ip 16 pro dong kirim indo katanya ime nya belum ada,info jastip ip 16 pro dong kirim indonesia katanya ime nya belum ada,3.0,info jastip ip 16 pro dong kirim Indonesia katanya ime nya belum ada
@MamazAe,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Pengen doang beli kaga mampu, saya sendiri🤣🤣🤣",2024-10-25T11:21:15Z,pengen doang beli kaga mampu saya sendiri,ingin saja beli tidak mampu saya sendiri,3.0,pengen doang beli mampu sendiri
@AKUNSERBAGUNA-x8q,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,ilegal kok dibeli,2024-10-25T04:02:26Z,ilegal kok dibeli,ilegal ko dibeli,2.0,ilegal ko dibeli
@rohman5875,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Setelah review semua hp diapain ka...jadi kepo,2024-10-25T01:33:50Z,setelah review semua hp diapain ka jadi kepo,setelah review semua hp diapain ka jadi kepo,3.0,review hp diapain ka kepo
@Mrs.Vincen,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Gegara liat berita ip 16 dilarang di indo jd keinget lu beli ip d luar negri jd gmn tuh ip 16 lu bang? Mn yg punya ip 16 harus d laporin lg,2024-10-24T16:03:41Z,gegara liat berita ip 16 dilarang di indo jd keinget lu beli ip d luar negri jd gmn tuh ip 16 lu bang mn yg punya ip 16 harus d laporin lg,akibat lihat berita iphone 16 dilarang di indonesia jadi keinget anda beli iphone di luar negri jadi bagaimana tuh iphone 16 anda bang mana yang punya ip 16 harus di laporin lg,2.0,akibat lihat berita iphone 16 dilarang Indonesia keinget anda beli iphone luar negri bagaimana tuh iphone 16 anda bang mana punya ip 16 laporin lg
@yogidybala2087,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Dapet 16 promax nanti akhir tahun, di kirim dari luar negeri.. Tapi cukai nya nyebelin 😩",2024-10-24T12:24:51Z,dapet 16 promax nanti akhir tahun di kirim dari luar negeri tapi cukai nya nyebelin,dapet 16 pro max nanti akhir tahun di kirim dari luar negeri tapi cukai nya nyebelin,1.0,dapet 16 pro max nanti akhir tahun kirim luar negeri tapi cukai nya nyebelin
@DeraziznZ,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Ilegal kok,2024-10-24T12:18:28Z,ilegal kok,ilegal kok,2.0,ilegal kok
@yunusmlakumlaku,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,masih nunggu nih gaes. uda beli versi yg us punya kebetulan harganya murah yh selisihny,2024-10-23T20:54:59Z,masih nunggu nih gaes uda beli versi yg us punya kebetulan harganya murah yh selisihny,masih nunggu nih gaes sudah beli versi yang us punya kebetulan harganya murah  selisihnya,3.0,nunggu nih gaes beli versi us punya kebetulan harganya murah selisihnya
@corneliasari5528,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Kak belum coba review ngedit foto, yg katanya bisa hapus/hilangin suatu objek",2024-10-23T18:09:56Z,kak belum coba review ngedit foto yg katanya bisa hapus hilangin suatu objek,kak belum coba review ngedit foto yang katanya bisa hapus hilangin suatu objek,1.0,kak belum coba review ngedit foto katanya hapus hilangin suatu objek
@PaiJem-l6d,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang katanya barang ilegal itu bang kalo di bawa ke indo,2024-10-23T18:02:48Z,bang katanya barang ilegal itu bang kalo di bawa ke indo,bang katanya barang ilegal itu bang kalau di bawa ke indonesia,2.0,bang katanya barang ilegal bang kalau bawa Indonesia
@sinuratbretohang7271,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Penasaran aja tetang iphone,2024-10-23T06:22:54Z,penasaran aja tetang iphone,penasaran saja tetang iphone,1.0,penasaran saja tetang iphone
@nendrapirdaus7515,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kalo iphonenya udah bentuknya gak kek gitu baru aku jual tanah untuk beli emas aja la,2024-10-22T23:15:35Z,kalo iphonenya udah bentuknya gak kek gitu baru aku jual tanah untuk beli emas aja la,kalo iphonenya sudah bentuknya tidak seperti itu  baru saya jual tanah untuk beli emas saja lah,2.0,kalo iphonenya bentuknya baru jual tanah beli emas saja lah
@hantu1766,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,5:12 aku salah denger apa emang HP IP 20 PRO ku yang rusak 😏😏😏,2024-10-22T08:43:44Z,5 12 aku salah denger apa emang hp ip 20 pro ku yang rusak,5 12 saya salah denger apa emang hp iphone 20 pro saya yang rusak,3.0,5 12 salah denger emang hp iphone 20 pro rusak
@Weltwirtschaft_7117,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kalau niat beli di Apple Store di Singapura harga iPhone 16 Pro Max 1TB Rp 26jt di Singapura lebih terjangkau apalagi tambah pajak IMEI 4jt jadi 30jt sama di beri garansi perbaikan sama replace battery di Apple store Singapur. Kalo di toko reseller Indonesia behh..... Harga 34jt belum lagi pajaknya apalagi layanan perbaikan yang buruk.,2024-10-22T03:51:15Z,kalau niat beli di apple store di singapura harga iphone 16 pro max 1tb rp 26jt di singapura lebih terjangkau apalagi tambah pajak imei 4jt jadi 30jt sama di beri garansi perbaikan sama replace battery di apple store singapur kalo di toko reseller indonesia behh harga 34jt belum lagi pajaknya apalagi layanan perbaikan yang buruk,"Jika memang berniat membeli iPhone 16 Pro Max, harga satuannya di Apple Store Singapura sekitar Rp26 juta jauh lebih terjangkau. Meskipun harus menambah biaya pajak IMEI sekitar Rp4 juta, totalnya menjadi Rp30 juta. Selain itu, pembeli juga mendapat jaminan garansi resmi, termasuk layanan perbaikan dan penggantian baterai langsung dari Apple Store Singapura. Sebaliknya, jika membeli di toko reseller resmi di indonesia, harganya bisa mencapai Rp34 juta, belum termasuk pajak tambahan. Layanan purnajualnya pun sering kali dianggap kurang memuaskan.",2.0,"Jika memang berniat membeli iPhone 16 Pro Max, harga satuannya Apple Store Singapura sekitar Rp26 juta jauh terjangkau. Meskipun menambah biaya pajak IMEI sekitar Rp4 juta, totalnya menjadi Rp30 juta. Selain itu, pembeli mendapat jaminan garansi resmi, termasuk layanan perbaikan penggantian baterai langsung Apple Store Singapura. Sebaliknya, jika membeli toko reseller resmi Indonesia, harganya mencapai Rp34 juta, belum termasuk pajak tambahan. Layanan purnajualnya pun sering kali dianggap kurang memuaskan."
